FACILITY,CLUSTER_FM,ZIP_CODE_INIT,ZIP_CODE_END,BAIRRO,CIDADE_PRINCIPAL,UF,TIPO_VEICULO,QTD_DEMANDA_FM,P0_FM,P1_FM,P2_FM,TOTAL_FM
BRXPE1 - Jaboatão dos Guararapes,4,58315000,58315999,,Lucena,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58315000,58315999,,Lucena,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58315000,58315999,,Lucena,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58320000,58320999,,Alhandra,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58320000,58320999,,Alhandra,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58320000,58320999,,Alhandra,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58320000,58320999,,Alhandra,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58320000,58320999,,Alhandra,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58320000,58320999,,Alhandra,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58322000,58322999,,Conde,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58322000,58322999,,Conde,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58322000,58322999,,Conde,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58322000,58322999,,Conde,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58322000,58322999,,Conde,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58322000,58322999,,Conde,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58324000,58324999,,Pitimbu,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58324000,58324999,,Pitimbu,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58324000,58324999,,Pitimbu,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58324000,58324999,,Pitimbu,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58324000,58324999,,Pitimbu,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58324000,58324999,,Pitimbu,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58326000,58326999,,Caaporã,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58326000,58326999,,Caaporã,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58326000,58326999,,Caaporã,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58326000,58326999,,Caaporã,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58326000,58326999,,Caaporã,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58326000,58326999,,Caaporã,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58327000,58327999,,Caaporã,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58327000,58327999,,Caaporã,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58327000,58327999,,Caaporã,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58327000,58327999,,Caaporã,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58327000,58327999,,Caaporã,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58327000,58327999,,Caaporã,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58328000,58328999,,Pedras de Fogo,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58328000,58328999,,Pedras de Fogo,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58328000,58328999,,Pedras de Fogo,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58328000,58328999,,Pedras de Fogo,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58328000,58328999,,Pedras de Fogo,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58328000,58328999,,Pedras de Fogo,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58330000,58330999,,Juripiranga,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58330000,58330999,,Juripiranga,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58330000,58330999,,Juripiranga,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58330000,58330999,,Juripiranga,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58330000,58330999,,Juripiranga,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58330000,58330999,,Juripiranga,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58334000,58334999,,São Miguel de Taipu,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58334000,58334999,,São Miguel de Taipu,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58334000,58334999,,São Miguel de Taipu,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58334000,58334999,,São Miguel de Taipu,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58334000,58334999,,São Miguel de Taipu,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58334000,58334999,,São Miguel de Taipu,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58337000,58337999,,Cruz do Espírito Santo,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58337000,58337999,,Cruz do Espírito Santo,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58337000,58337999,,Cruz do Espírito Santo,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58337000,58337999,,Cruz do Espírito Santo,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58337000,58337999,,Cruz do Espírito Santo,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58337000,58337999,,Cruz do Espírito Santo,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58338000,58338999,,Pilar,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58338000,58338999,,Pilar,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58338000,58338999,,Pilar,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58338000,58338999,,Pilar,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58338000,58338999,,Pilar,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58338000,58338999,,Pilar,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58339000,58339999,,São José dos Ramos,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58339000,58339999,,São José dos Ramos,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58339000,58339999,,São José dos Ramos,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58339000,58339999,,São José dos Ramos,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58339000,58339999,,São José dos Ramos,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58339000,58339999,,São José dos Ramos,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58340000,58340999,,Sapé,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58340000,58340999,,Sapé,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58340000,58340999,,Sapé,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58340000,58340999,,Sapé,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58340000,58340999,,Sapé,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58340000,58340999,,Sapé,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58342000,58342999,,Sobrado,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58342000,58342999,,Sobrado,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58342000,58342999,,Sobrado,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58342000,58342999,,Sobrado,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58342000,58342999,,Sobrado,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58342000,58342999,,Sobrado,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58345000,58345999,,Mari,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58345000,58345999,,Mari,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58345000,58345999,,Mari,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58345000,58345999,,Mari,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58345000,58345999,,Mari,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58345000,58345999,,Mari,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58348000,58348999,,Riachão do Poço,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58348000,58348999,,Riachão do Poço,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58348000,58348999,,Riachão do Poço,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58348000,58348999,,Riachão do Poço,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58348000,58348999,,Riachão do Poço,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58348000,58348999,,Riachão do Poço,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58350000,58350999,,Caldas Brandão,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58350000,58350999,,Caldas Brandão,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58350000,58350999,,Caldas Brandão,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58350000,58350999,,Caldas Brandão,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58350000,58350999,,Caldas Brandão,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58350000,58350999,,Caldas Brandão,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58354000,58354999,,Mulungu,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58354000,58354999,,Mulungu,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58354000,58354999,,Mulungu,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58354000,58354999,,Mulungu,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58354000,58354999,,Mulungu,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58354000,58354999,,Mulungu,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58356000,58356999,,Gurinhém,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58356000,58356999,,Gurinhém,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58356000,58356999,,Gurinhém,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58356000,58356999,,Gurinhém,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58356000,58356999,,Gurinhém,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58356000,58356999,,Gurinhém,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58360000,58361999,,Itabaiana,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58360000,58361999,,Itabaiana,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58360000,58361999,,Itabaiana,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58360000,58361999,,Itabaiana,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58360000,58361999,,Itabaiana,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58360000,58361999,,Itabaiana,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58361999,,Itabaiana,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58361999,,Itabaiana,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58363999,,Itabaiana,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58361999,,Itabaiana,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58363999,,Itabaiana,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58361999,,Itabaiana,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58361999,,Itabaiana,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58363999,,Itabaiana,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58363999,,Itabaiana,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58363999,,Itabaiana,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58363999,,Itabaiana,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58362000,58361999,,Itabaiana,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58363999,,Itabaiana,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58363999,,Itabaiana,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58366999,,Itabaiana,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58363999,,Itabaiana,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58366999,,Itabaiana,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58363999,,Itabaiana,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58363999,,Itabaiana,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58366999,,Itabaiana,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58363999,,Itabaiana,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58366999,,Itabaiana,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58366999,,Itabaiana,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58364000,58366999,,Itabaiana,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58370000,58370999,,Salgado de São Félix,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58370000,58370999,,Salgado de São Félix,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58370000,58370999,,Salgado de São Félix,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58370000,58370999,,Salgado de São Félix,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58370000,58370999,,Salgado de São Félix,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58370000,58370999,,Salgado de São Félix,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58375000,58375999,,Mogeiro,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58375000,58375999,,Mogeiro,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58375000,58375999,,Mogeiro,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58375000,58375999,,Mogeiro,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58375000,58375999,,Mogeiro,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58375000,58375999,,Mogeiro,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58378000,58378999,,Itatuba,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58378000,58378999,,Itatuba,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58378000,58378999,,Itatuba,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58378000,58378999,,Itatuba,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58378000,58378999,,Itatuba,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58378000,58378999,,Itatuba,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58380000,58380999,,Ingá,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58380000,58380999,,Ingá,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58380000,58380999,,Ingá,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58380000,58380999,,Ingá,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58380000,58380999,,Ingá,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58380000,58380999,,Ingá,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58382000,58382999,,Riachão do Bacamarte,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58382000,58382999,,Riachão do Bacamarte,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58382000,58382999,,Riachão do Bacamarte,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58382000,58382999,,Riachão do Bacamarte,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58382000,58382999,,Riachão do Bacamarte,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58382000,58382999,,Riachão do Bacamarte,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58385000,58385999,,Serra Redonda,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58385000,58385999,,Serra Redonda,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58385000,58385999,,Serra Redonda,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58385000,58385999,,Serra Redonda,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58385000,58385999,,Serra Redonda,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58385000,58385999,,Serra Redonda,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58387000,58387999,,Juarez Távora,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58387000,58387999,,Juarez Távora,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58387000,58387999,,Juarez Távora,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58387000,58387999,,Juarez Távora,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58387000,58387999,,Juarez Távora,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58387000,58387999,,Juarez Távora,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58388000,58388999,,Alagoa Grande,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58388000,58388999,,Alagoa Grande,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58388000,58388999,,Alagoa Grande,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58388000,58388999,,Alagoa Grande,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58388000,58388999,,Alagoa Grande,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58388000,58388999,,Alagoa Grande,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58390000,58390999,,Alagoinha,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58390000,58390999,,Alagoinha,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58390000,58390999,,Alagoinha,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58390000,58390999,,Alagoinha,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58390000,58390999,,Alagoinha,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58390000,58390999,,Alagoinha,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58393000,58393999,,Pilões,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58393000,58393999,,Pilões,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58393000,58393999,,Pilões,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58393000,58393999,,Pilões,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58393000,58393999,,Pilões,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58393000,58393999,,Pilões,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58394000,58394999,,Borborema,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58394000,58394999,,Borborema,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58394000,58394999,,Borborema,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58394000,58394999,,Borborema,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58394000,58394999,,Borborema,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58394000,58394999,,Borborema,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58395000,58395999,,Serraria,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58395000,58395999,,Serraria,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58395000,58395999,,Serraria,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58395000,58395999,,Serraria,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58395000,58395999,,Serraria,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58395000,58395999,,Serraria,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58396000,58396999,,Arara,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58396000,58396999,,Arara,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58396000,58396999,,Arara,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58396000,58396999,,Arara,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58396000,58396999,,Arara,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58396000,58396999,,Arara,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397000,58397499,,Areia,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397000,58397499,,Areia,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397000,58397499,,Areia,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397000,58397499,,Areia,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397000,58397499,,Areia,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397000,58397499,,Areia,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397500,58397599,,Areia,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397500,58397599,,Areia,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397500,58397599,,Areia,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397500,58397599,,Areia,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397500,58397599,,Areia,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397500,58397599,,Areia,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397600,58397699,,Areia,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397600,58397699,,Areia,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397600,58397699,,Areia,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397600,58397699,,Areia,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397600,58397699,,Areia,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397600,58397699,,Areia,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397700,58397999,,Areia,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397700,58397999,,Areia,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397700,58397999,,Areia,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397700,58397999,,Areia,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397700,58397999,,Areia,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58397700,58397999,,Areia,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58398000,58398999,,Remígio,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58398000,58398999,,Remígio,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58398000,58398999,,Remígio,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58398000,58398999,,Remígio,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58398000,58398999,,Remígio,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58398000,58398999,,Remígio,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58399000,58399999,,Algodão de Jandaíra,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58399000,58399999,,Algodão de Jandaíra,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58399000,58399999,,Algodão de Jandaíra,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58399000,58399999,,Algodão de Jandaíra,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58399000,58399999,,Algodão de Jandaíra,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58399000,58399999,,Algodão de Jandaíra,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58400000,58440999,,Campina Grande,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58400000,58440999,,Campina Grande,PB,VAN,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58400000,58440999,,Campina Grande,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58400000,58440999,,Campina Grande,PB,TRUCK,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58400000,58440999,,Campina Grande,PB,MEDIO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58400000,58440999,,Campina Grande,PB,VUC,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58441000,58441999,,Campina Grande,PB,TOCO,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58441000,58441999,,Campina Grande,PB,HR,,,,,
BRXPE1 - Jaboatão dos Guararapes,4,58441000,58441999,,Campina Grande,PB,MEDIO,,,,,
