FACILITY,CLUSTER_FM,ZIP_CODE_INIT,ZIP_CODE_END,BAIRRO,CIDADE_PRINCIPAL,UF,TIPO_VEICULO,QTD_DEMANDA_FM,P0_FM,P1_FM,P2_FM,TOTAL_FM
BRXSP10 - GRU II,12,1001000,1002019,Sé,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1001000,1002019,Sé,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1001000,1002019,Sé,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1002020,1002999,Centro,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1002020,1002999,Centro,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1002020,1002999,Centro,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1003000,1007009,Sé,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1003000,1007009,Sé,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1003000,1007009,Sé,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1007010,1016029,Centro,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1007010,1016029,Centro,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1007010,1016029,Centro,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1016030,1016999,Sé,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1016030,1016999,Sé,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1016030,1016999,Sé,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1017000,1017009,Brás,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1017000,1017009,Brás,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1017000,1017009,Brás,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1017010,1020999,Sé,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1017010,1020999,Sé,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1017010,1020999,Sé,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1021000,1035099,Centro,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1021000,1035099,Centro,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1021000,1035099,Centro,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1035100,1035999,República,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1035100,1035999,República,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1035100,1035999,República,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1036000,1036099,Centro,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1036000,1036099,Centro,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1036000,1036099,Centro,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1036100,1048999,República,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1036100,1048999,República,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1036100,1048999,República,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1049000,1100999,Centro,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1049000,1100999,Centro,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1049000,1100999,Centro,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1101000,1101079,Luz,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1101000,1101079,Luz,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1101000,1101079,Luz,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1101080,1101089,Ponte Pequena,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1101080,1101089,Ponte Pequena,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1101080,1101089,Ponte Pequena,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1101090,1101999,Luz,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1101090,1101999,Luz,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1101090,1101999,Luz,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,2,1102000,1102049,Luz,São Paulo,SP,TOCO,,,,,
BRXSP10 - GRU II,2,1102000,1102049,Luz,São Paulo,SP,MEDIO,,,,,
BRXSP10 - GRU II,2,1102000,1102049,Luz,São Paulo,SP,TRUCK,,,,,
BRXSP10 - GRU II,2,1102050,1102999,Ponte Pequena,São Paulo,SP,TRUCK,,,,,
BRXSP10 - GRU II,2,1102050,1102999,Ponte Pequena,São Paulo,SP,MEDIO,,,,,
BRXSP10 - GRU II,2,1102050,1102999,Ponte Pequena,São Paulo,SP,TOCO,,,,,
BRXSP10 - GRU II,12,1103000,1104999,Luz,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1103000,1104999,Luz,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1103000,1104999,Luz,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1105000,1105009,Brás,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1105000,1105009,Brás,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1105000,1105009,Brás,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1105010,1106999,Luz,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1105010,1106999,Luz,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1105010,1106999,Luz,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,2,1107000,1107009,Bom Retiro,São Paulo,SP,TRUCK,,,,,
BRXSP10 - GRU II,2,1107000,1107009,Bom Retiro,São Paulo,SP,TOCO,,,,,
BRXSP10 - GRU II,2,1107000,1107009,Bom Retiro,São Paulo,SP,MEDIO,,,,,
BRXSP10 - GRU II,2,1107010,1107999,Luz,São Paulo,SP,TRUCK,,,,,
BRXSP10 - GRU II,2,1107010,1107999,Luz,São Paulo,SP,TOCO,,,,,
BRXSP10 - GRU II,2,1107010,1107999,Luz,São Paulo,SP,MEDIO,,,,,
BRXSP10 - GRU II,2,1108000,1108999,Bom Retiro,São Paulo,SP,MEDIO,,,,,
BRXSP10 - GRU II,2,1108000,1108999,Bom Retiro,São Paulo,SP,TRUCK,,,,,
BRXSP10 - GRU II,2,1108000,1108999,Bom Retiro,São Paulo,SP,TOCO,,,,,
BRXSP10 - GRU II,2,1109000,1109009,Canindé,São Paulo,SP,TRUCK,,,,,
BRXSP10 - GRU II,2,1109000,1109009,Canindé,São Paulo,SP,TOCO,,,,,
BRXSP10 - GRU II,2,1109000,1109009,Canindé,São Paulo,SP,MEDIO,,,,,
BRXSP10 - GRU II,2,1109010,1109999,Luz,São Paulo,SP,TOCO,,,,,
BRXSP10 - GRU II,2,1109010,1109999,Luz,São Paulo,SP,TRUCK,,,,,
BRXSP10 - GRU II,2,1109010,1109999,Luz,São Paulo,SP,MEDIO,,,,,
BRXSP10 - GRU II,12,1110000,1119999,Luz,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1110000,1119999,Luz,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1110000,1119999,Luz,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1120000,1134999,Bom Retiro,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1120000,1134999,Bom Retiro,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1120000,1134999,Bom Retiro,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1135000,1136004,Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1135000,1136004,Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1135000,1136004,Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1136005,1136009,Várzea da Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1136005,1136009,Várzea da Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1136005,1136009,Várzea da Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1136010,1138999,Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1136010,1138999,Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1136010,1138999,Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1139000,1139009,Várzea da Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1139000,1139009,Várzea da Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1139000,1139009,Várzea da Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1139010,1139019,Parque Industrial Tomas Edson,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1139010,1139019,Parque Industrial Tomas Edson,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1139010,1139019,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1139020,1139049,Várzea da Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1139020,1139049,Várzea da Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1139020,1139049,Várzea da Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1139050,1139069,Parque Industrial Tomas Edson,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1139050,1139069,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1139050,1139069,Parque Industrial Tomas Edson,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1139070,1139079,Várzea da Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1139070,1139079,Várzea da Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1139070,1139079,Várzea da Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1139080,1139999,Parque Industrial Tomas Edson,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1139080,1139999,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1139080,1139999,Parque Industrial Tomas Edson,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1140000,1140009,Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1140000,1140009,Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1140000,1140009,Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1140010,1140039,Parque Industrial Tomas Edson,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1140010,1140039,Parque Industrial Tomas Edson,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1140010,1140039,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1140040,1140049,Várzea da Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1140040,1140049,Várzea da Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1140040,1140049,Várzea da Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1140050,1140069,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1140050,1140069,Parque Industrial Tomas Edson,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1140050,1140069,Parque Industrial Tomas Edson,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1140070,1140089,Várzea da Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1140070,1140089,Várzea da Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1140070,1140089,Várzea da Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1140090,1140099,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1140090,1140099,Parque Industrial Tomas Edson,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1140090,1140099,Parque Industrial Tomas Edson,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1140100,1141009,Várzea da Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1140100,1141009,Várzea da Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1140100,1141009,Várzea da Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1141010,1141019,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1141010,1141019,Parque Industrial Tomas Edson,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1141010,1141019,Parque Industrial Tomas Edson,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1141020,1141049,Várzea da Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1141020,1141049,Várzea da Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1141020,1141049,Várzea da Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1141050,1141089,Parque Industrial Tomas Edson,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1141050,1141089,Parque Industrial Tomas Edson,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1141050,1141089,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1141090,1141999,Várzea da Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1141090,1141999,Várzea da Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1141090,1141999,Várzea da Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1142000,1142099,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1142000,1142099,Parque Industrial Tomas Edson,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1142000,1142099,Parque Industrial Tomas Edson,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1142100,1142199,Várzea da Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1142100,1142199,Várzea da Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1142100,1142199,Várzea da Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1142200,1142299,Bom Retiro,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1142200,1142299,Bom Retiro,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1142200,1142299,Bom Retiro,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1142300,1143999,Ponte Pequena,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1142300,1143999,Ponte Pequena,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1142300,1143999,Ponte Pequena,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1144000,1149999,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1144000,1149999,Parque Industrial Tomas Edson,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1144000,1149999,Parque Industrial Tomas Edson,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1150000,1150999,Santa Cecília,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1150000,1150999,Santa Cecília,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1150000,1150999,Santa Cecília,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1151000,1199999,Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1151000,1199999,Barra Funda,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1151000,1199999,Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1200000,1200999,Barra Funda,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1200000,1200999,Barra Funda,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1200000,1200999,Barra Funda,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1201000,1206999,Campos Elíseos,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1201000,1206999,Campos Elíseos,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1201000,1206999,Campos Elíseos,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1207000,1209999,Santa Efigênia,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1207000,1209999,Santa Efigênia,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1207000,1209999,Santa Efigênia,São Paulo,SP,MEDIO,,,,,0
BRXSP10 - GRU II,12,1210000,1210009,Santa Efigênia,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1210000,1210009,Santa Efigênia,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1210000,1210009,Santa Efigênia,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1210010,1210999,República,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1210010,1210999,República,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1210010,1210999,República,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1211000,1212000,Santa Cecília,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1211000,1212000,Santa Cecília,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1211000,1212000,Santa Cecília,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1212001,1214099,Santa Efigênia,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1212001,1214099,Santa Efigênia,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1212001,1214099,Santa Efigênia,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1214100,1218999,Campos Elíseos,São Paulo,SP,TOCO,,,,,0
BRXSP10 - GRU II,12,1214100,1218999,Campos Elíseos,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1214100,1218999,Campos Elíseos,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1219000,1219999,República,São Paulo,SP,TRUCK,,,,,0
BRXSP10 - GRU II,12,1219000,1219999,República,São Paulo,SP,VAN,,,,,0
BRXSP10 - GRU II,12,1219000,1219999,República,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1220000,1220999,República,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1220000,1220999,República,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1220000,1220999,República,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1221000,1226000,Vila Buarque,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1221000,1226000,Vila Buarque,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1221000,1226000,Vila Buarque,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1226001,1226001,Santa Cecília,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1226001,1226001,Santa Cecília,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1226001,1226001,Santa Cecília,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1226002,1226999,Vila Buarque,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1226002,1226999,Vila Buarque,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1226002,1226999,Vila Buarque,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1227000,1227099,Santa Cecília,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1227000,1227099,Santa Cecília,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1227000,1227099,Santa Cecília,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1227100,1227199,Higienópolis,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1227100,1227199,Higienópolis,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1227100,1227199,Higienópolis,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1227200,1227999,Consolação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1227200,1227999,Consolação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1227200,1227999,Consolação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1228000,1228099,Santa Cecília,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1228000,1228099,Santa Cecília,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1228000,1228099,Santa Cecília,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1228100,1228199,Higienópolis,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1228100,1228199,Higienópolis,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1228100,1228199,Higienópolis,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1228200,1228999,Consolação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1228200,1228999,Consolação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1228200,1228999,Consolação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1229000,1233999,Santa Cecília,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1229000,1233999,Santa Cecília,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1229000,1233999,Santa Cecília,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1234000,1237999,Pacaembu,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1234000,1237999,Pacaembu,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1234000,1237999,Pacaembu,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1238000,1239059,Higienópolis,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1238000,1239059,Higienópolis,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1238000,1239059,Higienópolis,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1239060,1239069,Consolação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1239060,1239069,Consolação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1239060,1239069,Consolação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1239070,1242999,Higienópolis,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1239070,1242999,Higienópolis,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1239070,1242999,Higienópolis,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1243000,1243999,Consolação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1243000,1243999,Consolação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1243000,1243999,Consolação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1244000,1244999,Higienópolis,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1244000,1244999,Higienópolis,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1244000,1244999,Higienópolis,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1245000,1250999,Pacaembu,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1245000,1250999,Pacaembu,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1245000,1250999,Pacaembu,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1251000,1300999,Sumaré,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1251000,1300999,Sumaré,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1251000,1300999,Sumaré,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1301000,1305999,Consolação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1301000,1305999,Consolação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1301000,1305999,Consolação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1306000,1306999,Bela Vista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1306000,1306999,Bela Vista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1306000,1306999,Bela Vista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1307000,1307999,Consolação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1307000,1307999,Consolação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1307000,1307999,Consolação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1308000,1308999,Bela Vista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1308000,1308999,Bela Vista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1308000,1308999,Bela Vista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1309000,1309999,Consolação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1309000,1309999,Consolação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1309000,1309999,Consolação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1310000,1320049,Bela Vista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1310000,1320049,Bela Vista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1310000,1320049,Bela Vista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1320050,1320059,Sé,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1320050,1320059,Sé,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1320050,1320059,Sé,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1320060,1322029,Bela Vista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1320060,1322029,Bela Vista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1320060,1322029,Bela Vista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1322030,1322039,Liberdade,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1322030,1322039,Liberdade,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1322030,1322039,Liberdade,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1322040,1322999,Bela Vista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1322040,1322999,Bela Vista,São Paulo,SP,TOCO,,,,,0
