ZIP_CODE_INIT,ZIP_CODE_END,BAIRRO,CIDADE_PRINCIPAL,UF,TIPO_VEICULO,SVC_CENTRALIZADOR,DEMANDA_CENTRALIZADOR,SVC_CONVENCIONAL,DEMANDA_CONVENCIONAL
75056061,75070999,,Anápolis,GO,HR,,,SGO1,0
75071000,75071297,,Anápolis,GO,VAN,,,SGO1,0
75071000,75071297,,Anápolis,GO,HR,,,SGO1,0
75071298,75071399,,Anápolis,GO,HR,,,SGO1,0
75071298,75071399,,Anápolis,GO,VAN,,,SGO1,0
75071400,75080009,,Anápolis,GO,HR,,,SGO1,0
75071400,75080009,,Anápolis,GO,VAN,,,SGO1,0
75080010,75080150,,Anápolis,GO,VAN,,,SGO1,0
75080010,75080150,,Anápolis,GO,HR,,,SGO1,0
75080151,75080799,,Anápolis,GO,VAN,,,SGO1,0
75080151,75080799,,Anápolis,GO,HR,,,SGO1,0
75080800,75080899,,Anápolis,GO,HR,,,SGO1,0
75080800,75080899,,Anápolis,GO,VAN,,,SGO1,0
75080900,75083009,,Anápolis,GO,VAN,,,SGO1,0
75080900,75083009,,Anápolis,GO,HR,,,SGO1,0
75083010,75083080,,Anápolis,GO,VAN,,,SGO1,0
75083010,75083080,,Anápolis,GO,HR,,,SGO1,0
75083081,75083219,,Anápolis,GO,VAN,,,SGO1,0
75083081,75083219,,Anápolis,GO,HR,,,SGO1,0
75083220,75083430,,Anápolis,GO,VAN,,,SGO1,0
75083220,75083430,,Anápolis,GO,HR,,,SGO1,0
75083431,75090019,,Anápolis,GO,VAN,,,SGO1,0
75083431,75090019,,Anápolis,GO,HR,,,SGO1,0
75090020,75094009,,Anápolis,GO,VAN,,,SGO1,0
75090020,75094009,,Anápolis,GO,HR,,,SGO1,0
75094010,75094800,,Anápolis,GO,VAN,,,SGO1,0
75094010,75094800,,Anápolis,GO,HR,,,SGO1,0
75094801,75095009,,Anápolis,GO,VAN,,,SGO1,0
75094801,75095009,,Anápolis,GO,HR,,,SGO1,0
75095010,75095080,,Anápolis,GO,VAN,,,SGO1,0
75095010,75095080,,Anápolis,GO,HR,,,SGO1,0
75095081,75096009,,Anápolis,GO,HR,,,SGO1,0
75095081,75096009,,Anápolis,GO,VAN,,,SGO1,0
75096010,75096700,,Anápolis,GO,HR,,,SGO1,0
75096010,75096700,,Anápolis,GO,VAN,,,SGO1,0
75096701,75096749,,Anápolis,GO,HR,,,SGO1,0
75096701,75096749,,Anápolis,GO,VAN,,,SGO1,0
75096750,75100009,,Anápolis,GO,VAN,,,SGO1,0
75096750,75100009,,Anápolis,GO,HR,,,SGO1,0
75100010,75100790,,Anápolis,GO,VAN,,,SGO1,0
75100010,75100790,,Anápolis,GO,HR,,,SGO1,0
75100791,75101509,,Anápolis,GO,HR,,,SGO1,0
75100791,75101509,,Anápolis,GO,VAN,,,SGO1,0
75101510,75101528,,Anápolis,GO,HR,,,SGO1,0
75101510,75101528,,Anápolis,GO,VAN,,,SGO1,0
75101529,75102149,,Anápolis,GO,HR,,,SGO1,0
75101529,75102149,,Anápolis,GO,VAN,,,SGO1,0
75102150,75102164,,Anápolis,GO,HR,,,SGO1,0
75102150,75102164,,Anápolis,GO,VAN,,,SGO1,0
75102165,75103101,,Anápolis,GO,HR,,,SGO1,0
75102165,75103101,,Anápolis,GO,VAN,,,SGO1,0
75103102,75103109,,Anápolis,GO,VAN,,,SGO1,0
75103102,75103109,,Anápolis,GO,HR,,,SGO1,0
75103110,75105009,,Anápolis,GO,HR,,,SGO1,0
75103110,75105009,,Anápolis,GO,VAN,,,SGO1,0
75105010,75105630,,Anápolis,GO,VAN,,,SGO1,0
75105010,75105630,,Anápolis,GO,HR,,,SGO1,0
75105631,75105679,,Anápolis,GO,VAN,,,SGO1,0
75105631,75105679,,Anápolis,GO,HR,,,SGO1,0
75105680,75105820,,Anápolis,GO,VAN,,,SGO1,0
75105680,75105820,,Anápolis,GO,HR,,,SGO1,0
75105821,75105999,,Anápolis,GO,VAN,,,SGO1,0
75105821,75105999,,Anápolis,GO,HR,,,SGO1,0
75106000,75106450,,Anápolis,GO,HR,,,SGO1,0
75106000,75106450,,Anápolis,GO,VAN,,,SGO1,0
75106451,75106499,,Anápolis,GO,HR,,,SGO1,0
75106451,75106499,,Anápolis,GO,VAN,,,SGO1,0
75106500,75113209,,Anápolis,GO,VAN,,,SGO1,0
75106500,75113209,,Anápolis,GO,HR,,,SGO1,0
75113210,75113550,,Anápolis,GO,VAN,,,SGO1,0
75113210,75113550,,Anápolis,GO,HR,,,SGO1,0
75113551,75113900,,Anápolis,GO,HR,,,SGO1,0
75113551,75113900,,Anápolis,GO,VAN,,,SGO1,0
75113901,75113901,,Anápolis,GO,VAN,,,SGO1,0
75113901,75113901,,Anápolis,GO,HR,,,SGO1,0
75113902,75115820,,Anápolis,GO,HR,,,SGO1,0
75113902,75115820,,Anápolis,GO,VAN,,,SGO1,0
75115821,75115837,,Anápolis,GO,HR,,,SGO1,0
75115821,75115837,,Anápolis,GO,VAN,,,SGO1,0
75115838,75120009,,Anápolis,GO,VAN,,,SGO1,0
75115838,75120009,,Anápolis,GO,HR,,,SGO1,0
75120010,75120540,,Anápolis,GO,HR,,,SGO1,0
75120010,75120540,,Anápolis,GO,VAN,,,SGO1,0
75120541,75120599,,Anápolis,GO,VAN,,,SGO1,0
75120541,75120599,,Anápolis,GO,HR,,,SGO1,0
75120600,75120795,,Anápolis,GO,HR,,,SGO1,0
75120600,75120795,,Anápolis,GO,VAN,,,SGO1,0
75120796,75123009,,Anápolis,GO,HR,,,SGO1,0
75120796,75123009,,Anápolis,GO,VAN,,,SGO1,0
75123010,75123120,,Anápolis,GO,VAN,,,SGO1,0
75123010,75123120,,Anápolis,GO,HR,,,SGO1,0
75123121,75123373,,Anápolis,GO,HR,,,SGO1,0
75123121,75123373,,Anápolis,GO,VAN,,,SGO1,0
75123374,75123540,,Anápolis,GO,HR,,,SGO1,0
75123374,75123540,,Anápolis,GO,VAN,,,SGO1,0
75123541,75123699,,Anápolis,GO,VAN,,,SGO1,0
75123541,75123699,,Anápolis,GO,HR,,,SGO1,0
75123700,75123712,,Anápolis,GO,HR,,,SGO1,0
75123700,75123712,,Anápolis,GO,VAN,,,SGO1,0
75123713,75123899,,Anápolis,GO,VAN,,,SGO1,0
75123713,75123899,,Anápolis,GO,HR,,,SGO1,0
75123900,75123900,,Anápolis,GO,HR,,,SGO1,0
75123900,75123900,,Anápolis,GO,VAN,,,SGO1,0
75123901,75124009,,Anápolis,GO,HR,,,SGO1,0
75123901,75124009,,Anápolis,GO,VAN,,,SGO1,0
75124010,75124884,,Anápolis,GO,HR,,,SGO1,0
75124010,75124884,,Anápolis,GO,VAN,,,SGO1,0
75124885,75125999,,Anápolis,GO,VAN,,,SGO1,0
75124885,75125999,,Anápolis,GO,HR,,,SGO1,0
75126000,75126025,,Anápolis,GO,VAN,,,SGO1,0
75126000,75126025,,Anápolis,GO,HR,,,SGO1,0
75126026,75130019,,Anápolis,GO,VAN,,,SGO1,0
75126026,75130019,,Anápolis,GO,HR,,,SGO1,0
75130020,75130810,,Anápolis,GO,HR,,,SGO1,0
75130020,75130810,,Anápolis,GO,VAN,,,SGO1,0
75130811,75130999,,Anápolis,GO,HR,,,SGO1,0
75130811,75130999,,Anápolis,GO,VAN,,,SGO1,0
75131000,75131150,,Anápolis,GO,VAN,,,SGO1,0
75131000,75131150,,Anápolis,GO,HR,,,SGO1,0
75131151,75131454,,Anápolis,GO,VAN,,,SGO1,0
75131151,75131454,,Anápolis,GO,HR,,,SGO1,0
75131455,75131590,,Anápolis,GO,HR,,,SGO1,0
75131455,75131590,,Anápolis,GO,VAN,,,SGO1,0
75131591,75131699,,Anápolis,GO,VAN,,,SGO1,0
75131591,75131699,,Anápolis,GO,HR,,,SGO1,0
75131700,75131827,,Anápolis,GO,HR,,,SGO1,0
75131700,75131827,,Anápolis,GO,VAN,,,SGO1,0
75131828,75131999,,Anápolis,GO,HR,,,SGO1,0
75131828,75131999,,Anápolis,GO,VAN,,,SGO1,0
75132000,75132220,,Anápolis,GO,HR,,,SGO1,0
75132000,75132220,,Anápolis,GO,VAN,,,SGO1,0
75132221,75132399,,Anápolis,GO,VAN,,,SGO1,0
75132221,75132399,,Anápolis,GO,HR,,,SGO1,0
75132400,75132400,,Anápolis,GO,VAN,,,SGO1,0
75132400,75132400,,Anápolis,GO,HR,,,SGO1,0
75132401,75132449,,Anápolis,GO,VAN,,,SGO1,0
75132401,75132449,,Anápolis,GO,HR,,,SGO1,0
75132450,75132450,,Anápolis,GO,HR,,,SGO1,0
75132450,75132450,,Anápolis,GO,VAN,,,SGO1,0
75132451,75133569,,Anápolis,GO,HR,,,SGO1,0
75132451,75133569,,Anápolis,GO,VAN,,,SGO1,0
75133570,75133710,,Anápolis,GO,VAN,,,SGO1,0
75133570,75133710,,Anápolis,GO,HR,,,SGO1,0
75133711,75133770,,Anápolis,GO,HR,,,SGO1,0
75133711,75133770,,Anápolis,GO,VAN,,,SGO1,0
75133771,75133899,,Anápolis,GO,HR,,,SGO1,0
75133771,75133899,,Anápolis,GO,VAN,,,SGO1,0
75133900,75134009,,Anápolis,GO,HR,,,SGO1,0
75133900,75134009,,Anápolis,GO,VAN,,,SGO1,0
75134010,75134895,,Anápolis,GO,VAN,,,SGO1,0
75134010,75134895,,Anápolis,GO,HR,,,SGO1,0
75134896,75135009,,Anápolis,GO,VAN,,,SGO1,0
75134896,75135009,,Anápolis,GO,HR,,,SGO1,0
75135010,75135866,,Anápolis,GO,HR,,,SGO1,0
75135010,75135866,,Anápolis,GO,VAN,,,SGO1,0
75135867,75135999,,Anápolis,GO,HR,,,SGO1,0
75135867,75135999,,Anápolis,GO,VAN,,,SGO1,0
75136000,75136149,,Anápolis,GO,HR,,,SGO1,0
75136000,75136149,,Anápolis,GO,VAN,,,SGO1,0
75136150,75136204,,Anápolis,GO,VAN,,,SGO1,0
75136150,75136204,,Anápolis,GO,HR,,,SGO1,0
75136205,75136250,,Anápolis,GO,HR,,,SGO1,0
75136205,75136250,,Anápolis,GO,VAN,,,SGO1,0
75136251,75136253,,Anápolis,GO,VAN,,,SGO1,0
75136251,75136253,,Anápolis,GO,HR,,,SGO1,0
75136254,75136299,,Anápolis,GO,HR,,,SGO1,0
75136254,75136299,,Anápolis,GO,VAN,,,SGO1,0
75136300,75136425,,Anápolis,GO,VAN,,,SGO1,0
75136300,75136425,,Anápolis,GO,HR,,,SGO1,0
75136426,75136499,,Anápolis,GO,VAN,,,SGO1,0
75136426,75136499,,Anápolis,GO,HR,,,SGO1,0
75136500,75136585,,Anápolis,GO,VAN,,,SGO1,0
75136500,75136585,,Anápolis,GO,HR,,,SGO1,0
75136586,75140009,,Anápolis,GO,VAN,,,SGO1,0
75136586,75140009,,Anápolis,GO,HR,,,SGO1,0
75140010,75140668,,Anápolis,GO,VAN,,,SGO1,0
75140010,75140668,,Anápolis,GO,HR,,,SGO1,0
75140669,75142999,,Anápolis,GO,VAN,,,SGO1,0
75140669,75142999,,Anápolis,GO,HR,,,SGO1,0
75143000,75143758,,Anápolis,GO,HR,,,SGO1,0
75143000,75143758,,Anápolis,GO,VAN,,,SGO1,0
75143759,75143799,,Anápolis,GO,HR,,,SGO1,0
75143759,75143799,,Anápolis,GO,VAN,,,SGO1,0
75143800,75143820,,Anápolis,GO,HR,,,SGO1,0
75143800,75143820,,Anápolis,GO,VAN,,,SGO1,0
75143821,75143879,,Anápolis,GO,HR,,,SGO1,0
75143821,75143879,,Anápolis,GO,VAN,,,SGO1,0
75143880,75143900,,Anápolis,GO,HR,,,SGO1,0
75143880,75143900,,Anápolis,GO,VAN,,,SGO1,0
75143901,75144009,,Anápolis,GO,HR,,,SGO1,0
75143901,75144009,,Anápolis,GO,VAN,,,SGO1,0
75144010,75144840,,Anápolis,GO,HR,,,SGO1,0
75144010,75144840,,Anápolis,GO,VAN,,,SGO1,0
75144841,75144849,,Anápolis,GO,VAN,,,SGO1,0
75144841,75144849,,Anápolis,GO,HR,,,SGO1,0
75144850,75144885,,Anápolis,GO,VAN,,,SGO1,0
75144850,75144885,,Anápolis,GO,HR,,,SGO1,0
75144886,75144999,,Anápolis,GO,HR,,,SGO1,0
75144886,75144999,,Anápolis,GO,VAN,,,SGO1,0
75145000,75147999,,Anápolis,GO,VAN,,,SGO1,0
75145000,75147999,,Anápolis,GO,HR,,,SGO1,0
75148000,75148039,,Anápolis,GO,HR,,,SGO1,0
75148000,75148039,,Anápolis,GO,VAN,,,SGO1,0
75148040,75149999,,Anápolis,GO,VAN,,,SGO1,0
75148040,75149999,,Anápolis,GO,HR,,,SGO1,0
75160000,75160999,,Campo Limpo de Goiás,GO,VAN,,,SGO1,0
75160000,75160999,,Campo Limpo de Goiás,GO,HR,,,SGO1,0
75170000,75170999,,Goianápolis,GO,HR,,,SGO1,0
75170000,75170999,,Goianápolis,GO,VAN,,,SGO1,0
75174000,75174999,,,,HR,,,SGO1,0
75174000,75174999,,,,VAN,,,SGO1,0
75175000,75175999,,Terezópolis de Goiás,GO,HR,,,SGO1,0
75175000,75175999,,Terezópolis de Goiás,GO,VAN,,,SGO1,0
75180000,75180999,,Silvânia,GO,VAN,,,SGO1,0
75180000,75180999,,Silvânia,GO,HR,,,SGO1,0
75183800,75183999,,Silvânia,GO,VAN,,,SGO1,0
75183800,75183999,,Silvânia,GO,HR,,,SGO1,0
75185000,75185999,,São Miguel do Passa Quatro,GO,VAN,,,SGO1,0
75185000,75185999,,São Miguel do Passa Quatro,GO,HR,,,SGO1,0
75190000,75190999,,Leopoldo de Bulhões,GO,VAN,,,SGO1,0
75190000,75190999,,Leopoldo de Bulhões,GO,HR,,,SGO1,0
75194000,75194999,,Leopoldo de Bulhões,GO,VAN,,,SGO1,0
75194000,75194999,,Leopoldo de Bulhões,GO,HR,,,SGO1,0
75195000,75198999,,Bonfinópolis,GO,HR,,,SGO1,0
75195000,75198999,,Bonfinópolis,GO,VAN,,,SGO1,0
75200000,75200999,,Pires do Rio,GO,HR,,,SGO1,0
75200000,75200999,,Pires do Rio,GO,VAN,,,SGO1,0
75240000,75240999,,Bela Vista de Goiás,GO,VAN,,,SGO1,0
75240000,75240999,,Bela Vista de Goiás,GO,HR,,,SGO1,0
75250001,75253999,,Senador Canedo,GO,VAN,,,SGO1,0
75250001,75253999,,Senador Canedo,GO,HR,,,SGO1,0
75254002,75264999,,Senador Canedo,GO,VAN,,,SGO1,0
75254002,75264999,,Senador Canedo,GO,HR,,,SGO1,0
75265000,75265999,,Vianópolis,GO,HR,,,SGO1,0
75265000,75265999,,Vianópolis,GO,VAN,,,SGO1,0
75268000,75268999,,Vianópolis,GO,VAN,,,SGO1,0
75268000,75268999,,Vianópolis,GO,HR,,,SGO1,0
75280000,75283999,,Orizona,GO,HR,,,SGO1,0
75280000,75283999,,Orizona,GO,VAN,,,SGO1,0
75284500,75284549,,Orizona,GO,VAN,,,SGO1,0
75284500,75284549,,Orizona,GO,HR,,,SGO1,0
75284550,75284599,,Orizona,GO,HR,,,SGO1,0
75284550,75284599,,Orizona,GO,VAN,,,SGO1,0
75284600,75284649,,Orizona,GO,HR,,,SGO1,0
75284600,75284649,,Orizona,GO,VAN,,,SGO1,0
75284650,75284699,,Orizona,GO,VAN,,,SGO1,0
75284650,75284699,,Orizona,GO,HR,,,SGO1,0
75284700,75284749,,Orizona,GO,HR,,,SGO1,0
75284700,75284749,,Orizona,GO,VAN,,,SGO1,0
75284750,75285749,,Orizona,GO,HR,,,SGO1,0
75284750,75285749,,Orizona,GO,VAN,,,SGO1,0
75320000,75328999,,Abadia de Goiás,GO,HR,,,SGO1,0
75320000,75328999,,Abadia de Goiás,GO,VAN,,,SGO1,0
75330000,75330999,,Aragoiânia,GO,HR,,,SGO1,0
75330000,75330999,,Aragoiânia,GO,VAN,,,SGO1,0
75340000,75344999,,Hidrolândia,GO,HR,,,SGO1,0
75340000,75344999,,Hidrolândia,GO,VAN,,,SGO1,0
75345000,75345999,,Hidrolândia,GO,VAN,,,SGO1,0
75345000,75345999,,Hidrolândia,GO,HR,,,SGO1,0
75350000,75350999,,Guapó,GO,VAN,,,SGO1,0
75350000,75350999,,Guapó,GO,HR,,,SGO1,0
75360001,75373999,,Goianira,GO,HR,,,SGO1,0
75360001,75373999,,Goianira,GO,VAN,,,SGO1,0
75375000,75375999,,Santo Antônio de Goiás,GO,HR,,,SGO1,0
75375000,75375999,,Santo Antônio de Goiás,GO,VAN,,,SGO1,0
75380000,75394499,,Trindade,GO,HR,,,SGO1,0
75380000,75394499,,Trindade,GO,VAN,,,SGO1,0
75398000,75398999,,Santa Bárbara de Goiás,GO,VAN,,,SGO1,0
75398000,75398999,,Santa Bárbara de Goiás,GO,HR,,,SGO1,0
75400001,75409999,,Inhumas,GO,VAN,,,SGO1,0
75400001,75409999,,Inhumas,GO,HR,,,SGO1,0
75410000,75410999,,Araçu,GO,VAN,,,SGO1,0
75410000,75410999,,Araçu,GO,HR,,,SGO1,0
75420000,75423999,,Damolândia,GO,HR,,,SGO1,0
75420000,75423999,,Damolândia,GO,VAN,,,SGO1,0
75430000,75433999,,Caturaí,GO,VAN,,,SGO1,0
75430000,75433999,,Caturaí,GO,HR,,,SGO1,0
75440000,75440999,,Brazabrantes,GO,HR,,,SGO1,0
75440000,75440999,,Brazabrantes,GO,VAN,,,SGO1,0
75450000,75450999,,Itauçu,GO,VAN,,,SGO1,0
75450000,75450999,,Itauçu,GO,HR,,,SGO1,0
75454500,75454999,,Itauçu,GO,HR,,,SGO1,0
75454500,75454999,,Itauçu,GO,VAN,,,SGO1,0
75460000,75469499,,Nerópolis,GO,HR,,,SGO1,0
75460000,75469499,,Nerópolis,GO,VAN,,,SGO1,0
75470000,75470999,,Nova Veneza,GO,VAN,,,SGO1,0
75470000,75470999,,Nova Veneza,GO,HR,,,SGO1,0
75480000,75480999,,Petrolina de Goiás,GO,VAN,,,SGO1,0
75480000,75480999,,Petrolina de Goiás,GO,HR,,,SGO1,0
75495000,75498999,,Jesúpolis,GO,VAN,,,SGO1,0
75495000,75498999,,Jesúpolis,GO,HR,,,SGO1,0
75608000,75609999,,Porteirão,GO,VUC,,,SGO2,0
75608000,75609999,,Porteirão,GO,UTILITARIOS,,,SGO2,0
75608000,75609999,,Porteirão,GO,HR,,,SGO2,0
75608000,75609999,,Porteirão,GO,VAN,,,SGO2,0
75620000,75620999,,Pontalina,GO,HR,,,SGO1,0
75620000,75620999,,Pontalina,GO,VAN,,,SGO1,0
75640000,75644499,,Piracanjuba,GO,VAN,,,SGO1,0
75640000,75644499,,Piracanjuba,GO,HR,,,SGO1,0
75644500,75644599,,Piracanjuba,GO,VAN,,,SGO1,0
75644500,75644599,,Piracanjuba,GO,HR,,,SGO1,0
75644600,75644999,,Piracanjuba,GO,HR,,,SGO1,0
75644600,75644999,,Piracanjuba,GO,VAN,,,SGO1,0
75650000,75658999,,Morrinhos,GO,VAN,,,SGO1,0
75650000,75658999,,Morrinhos,GO,HR,,,SGO1,0
75659100,75659999,,Morrinhos,GO,VAN,,,SGO1,0
75659100,75659999,,Morrinhos,GO,HR,,,SGO1,0
75667000,75667999,,Rio Quente,GO,VAN,,,SGO1,0
75667000,75667999,,Rio Quente,GO,HR,,,SGO1,0
75670000,75674999,,Marzagão,GO,HR,,,SGO1,0
75670000,75674999,,Marzagão,GO,VAN,,,SGO1,0
75675000,75675999,,Corumbaíba,GO,HR,,,SGO1,0
75675000,75675999,,Corumbaíba,GO,VAN,,,SGO1,0
75680001,75698999,,Caldas Novas,GO,VAN,,,SGO1,0
75680001,75698999,,Caldas Novas,GO,HR,,,SGO1,0
75699000,75699999,,Caldas Novas,GO,VAN,,,SGO1,0
75699000,75699999,,Caldas Novas,GO,HR,,,SGO1,0
75780000,75780999,,Ipameri,GO,HR,,,SGO1,0
75780000,75780999,,Ipameri,GO,VAN,,,SGO1,0
75783000,75783999,,Ipameri,GO,VAN,,,SGO1,0
75783000,75783999,,Ipameri,GO,HR,,,SGO1,0
75784001,75784999,,Ipameri,GO,HR,,,SGO1,0
75784001,75784999,,Ipameri,GO,VAN,,,SGO1,0
75795000,75795999,,Campo Alegre de Goiás,GO,HR,,,SGO1,0
75795000,75795999,,Campo Alegre de Goiás,GO,VAN,,,SGO1,0
75800000,75800028,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800000,75800028,,Jataí,GO,VUC,,,SGO2,0
75800000,75800028,,Jataí,GO,VAN,,,SGO2,0
75800000,75800028,,Jataí,GO,HR,,,SGO2,0
75800029,75800029,,Jataí,GO,VAN,,,SGO2,0
75800029,75800029,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800029,75800029,,Jataí,GO,HR,,,SGO2,0
75800029,75800029,,Jataí,GO,VUC,,,SGO2,0
75800030,75800031,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800030,75800031,,Jataí,GO,VAN,,,SGO2,0
75800030,75800031,,Jataí,GO,HR,,,SGO2,0
75800030,75800031,,Jataí,GO,VUC,,,SGO2,0
75800032,75800032,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800032,75800032,,Jataí,GO,VAN,,,SGO2,0
75800032,75800032,,Jataí,GO,HR,,,SGO2,0
75800032,75800032,,Jataí,GO,VUC,,,SGO2,0
75800033,75800072,,Jataí,GO,HR,,,SGO2,0
75800033,75800072,,Jataí,GO,VUC,,,SGO2,0
75800033,75800072,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800033,75800072,,Jataí,GO,VAN,,,SGO2,0
75800073,75800077,,Jataí,GO,HR,,,SGO2,0
75800073,75800077,,Jataí,GO,VAN,,,SGO2,0
75800073,75800077,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800073,75800077,,Jataí,GO,VUC,,,SGO2,0
75800078,75800118,,Jataí,GO,VAN,,,SGO2,0
75800078,75800118,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800078,75800118,,Jataí,GO,HR,,,SGO2,0
75800078,75800118,,Jataí,GO,VUC,,,SGO2,0
75800119,75800129,,Jataí,GO,VAN,,,SGO2,0
75800119,75800129,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800119,75800129,,Jataí,GO,HR,,,SGO2,0
75800119,75800129,,Jataí,GO,VUC,,,SGO2,0
75800130,75800299,,Jataí,GO,VAN,,,SGO2,0
75800130,75800299,,Jataí,GO,HR,,,SGO2,0
75800130,75800299,,Jataí,GO,VUC,,,SGO2,0
75800130,75800299,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800300,75800319,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800300,75800319,,Jataí,GO,VAN,,,SGO2,0
75800300,75800319,,Jataí,GO,HR,,,SGO2,0
75800300,75800319,,Jataí,GO,VUC,,,SGO2,0
75800320,75800349,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800320,75800349,,Jataí,GO,VUC,,,SGO2,0
75800320,75800349,,Jataí,GO,HR,,,SGO2,0
75800320,75800349,,Jataí,GO,VAN,,,SGO2,0
75800350,75800397,,Jataí,GO,HR,,,SGO2,0
75800350,75800397,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800350,75800397,,Jataí,GO,VUC,,,SGO2,0
75800350,75800397,,Jataí,GO,VAN,,,SGO2,0
75800398,75801004,,Jataí,GO,VUC,,,SGO2,0
75800398,75801004,,Jataí,GO,UTILITARIOS,,,SGO2,0
75800398,75801004,,Jataí,GO,VAN,,,SGO2,0
75800398,75801004,,Jataí,GO,HR,,,SGO2,0
75801005,75801054,,Jataí,GO,UTILITARIOS,,,SGO2,0
75801005,75801054,,Jataí,GO,VAN,,,SGO2,0
75801005,75801054,,Jataí,GO,HR,,,SGO2,0
75801005,75801054,,Jataí,GO,VUC,,,SGO2,0
75801055,75801889,,Jataí,GO,UTILITARIOS,,,SGO2,0
75801055,75801889,,Jataí,GO,VUC,,,SGO2,0
75801055,75801889,,Jataí,GO,VAN,,,SGO2,0
75801055,75801889,,Jataí,GO,HR,,,SGO2,0
75801890,75802004,,Jataí,GO,VUC,,,SGO2,0
75801890,75802004,,Jataí,GO,VAN,,,SGO2,0
75801890,75802004,,Jataí,GO,HR,,,SGO2,0
75801890,75802004,,Jataí,GO,UTILITARIOS,,,SGO2,0
75802005,75802344,,Jataí,GO,UTILITARIOS,,,SGO2,0
75802005,75802344,,Jataí,GO,VUC,,,SGO2,0
75802005,75802344,,Jataí,GO,HR,,,SGO2,0
75802005,75802344,,Jataí,GO,VAN,,,SGO2,0
75802345,75802359,,Jataí,GO,UTILITARIOS,,,SGO2,0
75802345,75802359,,Jataí,GO,HR,,,SGO2,0
75802345,75802359,,Jataí,GO,VUC,,,SGO2,0
75802345,75802359,,Jataí,GO,VAN,,,SGO2,0
75802360,75803369,,Jataí,GO,VUC,,,SGO2,0
75802360,75803369,,Jataí,GO,UTILITARIOS,,,SGO2,0
75802360,75803369,,Jataí,GO,HR,,,SGO2,0
75802360,75803369,,Jataí,GO,VAN,,,SGO2,0
75803370,75803420,,Jataí,GO,UTILITARIOS,,,SGO2,0
75803370,75803420,,Jataí,GO,HR,,,SGO2,0
75803370,75803420,,Jataí,GO,VAN,,,SGO2,0
75803370,75803420,,Jataí,GO,VUC,,,SGO2,0
75803421,75803649,,Jataí,GO,VUC,,,SGO2,0
75803421,75803649,,Jataí,GO,VAN,,,SGO2,0
75803421,75803649,,Jataí,GO,UTILITARIOS,,,SGO2,0
75803421,75803649,,Jataí,GO,HR,,,SGO2,0
75803650,75804004,,Jataí,GO,UTILITARIOS,,,SGO2,0
75803650,75804004,,Jataí,GO,VUC,,,SGO2,0
75803650,75804004,,Jataí,GO,VAN,,,SGO2,0
75803650,75804004,,Jataí,GO,HR,,,SGO2,0
75804005,75804074,,Jataí,GO,UTILITARIOS,,,SGO2,0
75804005,75804074,,Jataí,GO,HR,,,SGO2,0
75804005,75804074,,Jataí,GO,VAN,,,SGO2,0
75804005,75804074,,Jataí,GO,VUC,,,SGO2,0
75804075,75804089,,Jataí,GO,HR,,,SGO2,0
75804075,75804089,,Jataí,GO,UTILITARIOS,,,SGO2,0
75804075,75804089,,Jataí,GO,VAN,,,SGO2,0
75804075,75804089,,Jataí,GO,VUC,,,SGO2,0
75804090,75804091,,Jataí,GO,HR,,,SGO2,0
75804090,75804091,,Jataí,GO,VUC,,,SGO2,0
75804090,75804091,,Jataí,GO,VAN,,,SGO2,0
75804090,75804091,,Jataí,GO,UTILITARIOS,,,SGO2,0
75804092,75804349,,Jataí,GO,VAN,,,SGO2,0
75804092,75804349,,Jataí,GO,HR,,,SGO2,0
75804092,75804349,,Jataí,GO,VUC,,,SGO2,0
75804092,75804349,,Jataí,GO,UTILITARIOS,,,SGO2,0
75804350,75804370,,Jataí,GO,HR,,,SGO2,0
75804350,75804370,,Jataí,GO,VUC,,,SGO2,0
75804350,75804370,,Jataí,GO,VAN,,,SGO2,0
75804350,75804370,,Jataí,GO,UTILITARIOS,,,SGO2,0
75804371,75804579,,Jataí,GO,VUC,,,SGO2,0
75804371,75804579,,Jataí,GO,UTILITARIOS,,,SGO2,0
75804371,75804579,,Jataí,GO,HR,,,SGO2,0
75804371,75804579,,Jataí,GO,VAN,,,SGO2,0
75804580,75804619,,Jataí,GO,HR,,,SGO2,0
75804580,75804619,,Jataí,GO,VUC,,,SGO2,0
75804580,75804619,,Jataí,GO,VAN,,,SGO2,0
75804580,75804619,,Jataí,GO,UTILITARIOS,,,SGO2,0
75804620,75804709,,Jataí,GO,UTILITARIOS,,,SGO2,0
75804620,75804709,,Jataí,GO,VUC,,,SGO2,0
75804620,75804709,,Jataí,GO,VAN,,,SGO2,0
75804620,75804709,,Jataí,GO,HR,,,SGO2,0
75804710,75805004,,Jataí,GO,UTILITARIOS,,,SGO2,0
