ZIP_CODE_INIT,ZIP_CODE_END,BAIRRO,CIDADE_PRINCIPAL,UF,TIPO_VEICULO,SVC_CENTRALIZADOR,DEMANDA_CENTRALIZADOR,SVC_CONVENCIONAL,DEMANDA_CONVENCIONAL
1001000,1002019,Sé,São Paulo,SP,VAN,SSP40,0,SSP49,0
1001000,1002019,Sé,São Paulo,SP,HR,SSP40,0,SSP49,0
1001000,1002019,Sé,São Paulo,SP,VUC,SSP40,2,SSP49,0
1002020,1002999,Centro,São Paulo,SP,VUC,SSP40,2,SSP49,0
1002020,1002999,Centro,São Paulo,SP,HR,SSP40,0,SSP49,0
1002020,1002999,Centro,São Paulo,SP,VAN,SSP40,0,SSP49,0
1003000,1007009,Sé,São Paulo,SP,VAN,SSP40,0,SSP49,0
1003000,1007009,Sé,São Paulo,SP,HR,SSP40,0,SSP49,0
1003000,1007009,Sé,São Paulo,SP,VUC,SSP40,2,SSP49,0
1007010,1016029,Centro,São Paulo,SP,HR,SSP40,0,SSP49,0
1007010,1016029,Centro,São Paulo,SP,VUC,SSP40,2,SSP49,0
1007010,1016029,Centro,São Paulo,SP,VAN,SSP40,0,SSP49,0
1016030,1016999,Sé,São Paulo,SP,VUC,SSP40,2,SSP49,0
1016030,1016999,Sé,São Paulo,SP,VAN,SSP40,0,SSP49,0
1016030,1016999,Sé,São Paulo,SP,HR,SSP40,0,SSP49,0
1017000,1017009,Brás,São Paulo,SP,HR,SSP40,0,SSP49,0
1017000,1017009,Brás,São Paulo,SP,VUC,SSP40,2,SSP49,0
1017000,1017009,Brás,São Paulo,SP,VAN,SSP40,0,SSP49,0
1017010,1020999,Sé,São Paulo,SP,HR,SSP40,0,SSP49,0
1017010,1020999,Sé,São Paulo,SP,VUC,SSP40,2,SSP49,0
1017010,1020999,Sé,São Paulo,SP,VAN,SSP40,0,SSP49,0
1021000,1035099,Centro,São Paulo,SP,VUC,SSP40,2,SSP49,0
1021000,1035099,Centro,São Paulo,SP,VAN,SSP40,0,SSP49,0
1021000,1035099,Centro,São Paulo,SP,HR,SSP40,0,SSP49,0
1035100,1035999,República,São Paulo,SP,VUC,SSP40,2,SSP49,0
1035100,1035999,República,São Paulo,SP,HR,SSP40,0,SSP49,0
1035100,1035999,República,São Paulo,SP,VAN,SSP40,0,SSP49,0
1036000,1036099,Centro,São Paulo,SP,HR,SSP40,0,SSP49,0
1036000,1036099,Centro,São Paulo,SP,VAN,SSP40,0,SSP49,0
1036000,1036099,Centro,São Paulo,SP,VUC,SSP40,2,SSP49,0
1036100,1048999,República,São Paulo,SP,VUC,SSP40,2,SSP49,0
1036100,1048999,República,São Paulo,SP,VAN,SSP40,0,SSP49,0
1036100,1048999,República,São Paulo,SP,HR,SSP40,0,SSP49,0
1049000,1100999,Centro,São Paulo,SP,VAN,SSP40,0,SSP49,0
1049000,1100999,Centro,São Paulo,SP,VUC,SSP40,2,SSP49,0
1049000,1100999,Centro,São Paulo,SP,HR,SSP40,0,SSP49,0
1101000,1101079,Luz,São Paulo,SP,VUC,,,SSP7,0
1101000,1101079,Luz,São Paulo,SP,VAN,,,SSP7,0
1101000,1101079,Luz,São Paulo,SP,HR,,,SSP7,0
1101080,1101089,Ponte Pequena,São Paulo,SP,HR,,,SSP7,0
1101080,1101089,Ponte Pequena,São Paulo,SP,VAN,,,SSP7,0
1101080,1101089,Ponte Pequena,São Paulo,SP,VUC,,,SSP7,0
1101090,1102049,Luz,São Paulo,SP,VUC,,,SSP7,0
1101090,1102049,Luz,São Paulo,SP,VAN,,,SSP7,0
1101090,1102049,Luz,São Paulo,SP,HR,,,SSP7,0
1102050,1102999,Ponte Pequena,São Paulo,SP,VUC,,,SSP7,0
1102050,1102999,Ponte Pequena,São Paulo,SP,HR,,,SSP7,0
1102050,1102999,Ponte Pequena,São Paulo,SP,VAN,,,SSP7,0
1103000,1104999,Luz,São Paulo,SP,VAN,,,SSP7,0
1103000,1104999,Luz,São Paulo,SP,HR,,,SSP7,0
1103000,1104999,Luz,São Paulo,SP,VUC,,,SSP7,0
1105000,1105009,Brás,São Paulo,SP,VAN,,,SSP7,0
1105000,1105009,Brás,São Paulo,SP,HR,,,SSP7,0
1105000,1105009,Brás,São Paulo,SP,VUC,,,SSP7,0
1105010,1106999,Luz,São Paulo,SP,HR,,,SSP7,0
1105010,1106999,Luz,São Paulo,SP,VAN,,,SSP7,0
1105010,1106999,Luz,São Paulo,SP,VUC,,,SSP7,0
1107000,1107009,Bom Retiro,São Paulo,SP,HR,,,SSP7,0
1107000,1107009,Bom Retiro,São Paulo,SP,VAN,,,SSP7,0
1107000,1107009,Bom Retiro,São Paulo,SP,VUC,,,SSP7,0
1107010,1107999,Luz,São Paulo,SP,VAN,,,SSP7,0
1107010,1107999,Luz,São Paulo,SP,VUC,,,SSP7,0
1107010,1107999,Luz,São Paulo,SP,HR,,,SSP7,0
1108000,1108999,Bom Retiro,São Paulo,SP,VAN,,,SSP7,0
1108000,1108999,Bom Retiro,São Paulo,SP,HR,,,SSP7,0
1108000,1108999,Bom Retiro,São Paulo,SP,VUC,,,SSP7,0
1109000,1109009,Canindé,São Paulo,SP,VUC,,,SSP7,0
1109000,1109009,Canindé,São Paulo,SP,HR,,,SSP7,0
1109000,1109009,Canindé,São Paulo,SP,VAN,,,SSP7,0
1109010,1119999,Luz,São Paulo,SP,VAN,,,SSP7,0
1109010,1119999,Luz,São Paulo,SP,HR,,,SSP7,0
1109010,1119999,Luz,São Paulo,SP,VUC,,,SSP7,0
1120000,1134999,Bom Retiro,São Paulo,SP,VUC,,,SSP7,0
1120000,1134999,Bom Retiro,São Paulo,SP,VAN,,,SSP7,0
1120000,1134999,Bom Retiro,São Paulo,SP,HR,,,SSP7,0
1135000,1135999,Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1135000,1135999,Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1135000,1135999,Barra Funda,São Paulo,SP,HR,,,SSP7,0
1136000,1136004,Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1136000,1136004,Barra Funda,São Paulo,SP,HR,,,SSP7,0
1136000,1136004,Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1136005,1136009,Várzea da Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1136005,1136009,Várzea da Barra Funda,São Paulo,SP,HR,,,SSP7,0
1136005,1136009,Várzea da Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1136010,1136999,Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1136010,1136999,Barra Funda,São Paulo,SP,HR,,,SSP7,0
1136010,1136999,Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1137000,1138999,Barra Funda,São Paulo,SP,HR,,,SSP7,0
1137000,1138999,Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1137000,1138999,Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1139000,1139009,Várzea da Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1139000,1139009,Várzea da Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1139000,1139009,Várzea da Barra Funda,São Paulo,SP,HR,,,SSP7,0
1139010,1139019,Parque Industrial Tomas Edson,São Paulo,SP,HR,,,SSP7,0
1139010,1139019,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,SSP7,0
1139010,1139019,Parque Industrial Tomas Edson,São Paulo,SP,VUC,,,SSP7,0
1139020,1139049,Várzea da Barra Funda,São Paulo,SP,HR,,,SSP7,0
1139020,1139049,Várzea da Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1139020,1139049,Várzea da Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1139050,1139069,Parque Industrial Tomas Edson,São Paulo,SP,HR,,,SSP7,0
1139050,1139069,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,SSP7,0
1139050,1139069,Parque Industrial Tomas Edson,São Paulo,SP,VUC,,,SSP7,0
1139070,1139079,Várzea da Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1139070,1139079,Várzea da Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1139070,1139079,Várzea da Barra Funda,São Paulo,SP,HR,,,SSP7,0
1139080,1139999,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,SSP7,0
1139080,1139999,Parque Industrial Tomas Edson,São Paulo,SP,VUC,,,SSP7,0
1139080,1139999,Parque Industrial Tomas Edson,São Paulo,SP,HR,,,SSP7,0
1140000,1140009,Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1140000,1140009,Barra Funda,São Paulo,SP,HR,,,SSP7,0
1140000,1140009,Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1140010,1140039,Parque Industrial Tomas Edson,São Paulo,SP,VUC,,,SSP7,0
1140010,1140039,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,SSP7,0
1140010,1140039,Parque Industrial Tomas Edson,São Paulo,SP,HR,,,SSP7,0
1140040,1140049,Várzea da Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1140040,1140049,Várzea da Barra Funda,São Paulo,SP,HR,,,SSP7,0
1140040,1140049,Várzea da Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1140050,1140069,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,SSP7,0
1140050,1140069,Parque Industrial Tomas Edson,São Paulo,SP,VUC,,,SSP7,0
1140050,1140069,Parque Industrial Tomas Edson,São Paulo,SP,HR,,,SSP7,0
1140070,1140089,Várzea da Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1140070,1140089,Várzea da Barra Funda,São Paulo,SP,HR,,,SSP7,0
1140070,1140089,Várzea da Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1140090,1140099,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,SSP7,0
1140090,1140099,Parque Industrial Tomas Edson,São Paulo,SP,HR,,,SSP7,0
1140090,1140099,Parque Industrial Tomas Edson,São Paulo,SP,VUC,,,SSP7,0
1140100,1141009,Várzea da Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1140100,1141009,Várzea da Barra Funda,São Paulo,SP,HR,,,SSP7,0
1140100,1141009,Várzea da Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1141010,1141019,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,SSP7,0
1141010,1141019,Parque Industrial Tomas Edson,São Paulo,SP,VUC,,,SSP7,0
1141010,1141019,Parque Industrial Tomas Edson,São Paulo,SP,HR,,,SSP7,0
1141020,1141049,Várzea da Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1141020,1141049,Várzea da Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1141020,1141049,Várzea da Barra Funda,São Paulo,SP,HR,,,SSP7,0
1141050,1141089,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,SSP7,0
1141050,1141089,Parque Industrial Tomas Edson,São Paulo,SP,VUC,,,SSP7,0
1141050,1141089,Parque Industrial Tomas Edson,São Paulo,SP,HR,,,SSP7,0
1141090,1141999,Várzea da Barra Funda,São Paulo,SP,HR,,,SSP7,0
1141090,1141999,Várzea da Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1141090,1141999,Várzea da Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1142000,1142099,Parque Industrial Tomas Edson,São Paulo,SP,VUC,,,SSP7,0
1142000,1142099,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,SSP7,0
1142000,1142099,Parque Industrial Tomas Edson,São Paulo,SP,HR,,,SSP7,0
1142100,1142199,Várzea da Barra Funda,São Paulo,SP,HR,,,SSP7,0
1142100,1142199,Várzea da Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1142100,1142199,Várzea da Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1142200,1142299,Bom Retiro,São Paulo,SP,VAN,,,SSP7,0
1142200,1142299,Bom Retiro,São Paulo,SP,VUC,,,SSP7,0
1142200,1142299,Bom Retiro,São Paulo,SP,HR,,,SSP7,0
1142300,1143999,Ponte Pequena,São Paulo,SP,HR,,,SSP7,0
1142300,1143999,Ponte Pequena,São Paulo,SP,VUC,,,SSP7,0
1142300,1143999,Ponte Pequena,São Paulo,SP,VAN,,,SSP7,0
1144000,1144999,Parque Industrial Tomas Edson,São Paulo,SP,HR,,,SSP7,0
1144000,1144999,Parque Industrial Tomas Edson,São Paulo,SP,VUC,,,SSP7,0
1144000,1144999,Parque Industrial Tomas Edson,São Paulo,SP,VAN,,,SSP7,0
1145000,1149999,Parque Industrial Tomas Edson,São Paulo,SP,VUC,SSP40,2,SSP49,0
1145000,1149999,Parque Industrial Tomas Edson,São Paulo,SP,HR,SSP40,0,SSP49,0
1145000,1149999,Parque Industrial Tomas Edson,São Paulo,SP,VAN,SSP40,0,SSP49,0
1150000,1150999,Santa Cecília,São Paulo,SP,VUC,SSP40,2,SSP49,0
1150000,1150999,Santa Cecília,São Paulo,SP,VAN,SSP40,0,SSP49,0
1150000,1150999,Santa Cecília,São Paulo,SP,HR,SSP40,0,SSP49,0
1151000,1154999,Barra Funda,São Paulo,SP,HR,,,SSP7,0
1151000,1154999,Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1151000,1154999,Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1155000,1156999,Barra Funda,São Paulo,SP,HR,,,SSP7,0
1155000,1156999,Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1155000,1156999,Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1157000,1188999,Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1157000,1188999,Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1157000,1188999,Barra Funda,São Paulo,SP,HR,,,SSP7,0
1189000,1189999,Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1189000,1189999,Barra Funda,São Paulo,SP,HR,,,SSP7,0
1189000,1189999,Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1190000,1200999,Barra Funda,São Paulo,SP,VUC,,,SSP7,0
1190000,1200999,Barra Funda,São Paulo,SP,HR,,,SSP7,0
1190000,1200999,Barra Funda,São Paulo,SP,VAN,,,SSP7,0
1201000,1204999,Campos Elíseos,São Paulo,SP,HR,SSP40,0,SSP49,0
1201000,1204999,Campos Elíseos,São Paulo,SP,VAN,SSP40,0,SSP49,0
1201000,1204999,Campos Elíseos,São Paulo,SP,VUC,SSP40,2,SSP49,0
1205000,1205000,Campos Elíseos,São Paulo,SP,VAN,SSP40,0,SSP21,0
1205000,1205000,Campos Elíseos,São Paulo,SP,HR,SSP40,0,SSP21,0
1205000,1205000,Campos Elíseos,São Paulo,SP,UTILITARIOS,SSP40,10,SSP21,0
1205001,1206999,Campos Elíseos,São Paulo,SP,VAN,SSP40,0,SSP49,0
1205001,1206999,Campos Elíseos,São Paulo,SP,VUC,SSP40,2,SSP49,0
1205001,1206999,Campos Elíseos,São Paulo,SP,HR,SSP40,0,SSP49,0
1207000,1210009,Santa Efigênia,São Paulo,SP,VUC,SSP40,2,SSP49,0
1207000,1210009,Santa Efigênia,São Paulo,SP,HR,SSP40,0,SSP49,0
1207000,1210009,Santa Efigênia,São Paulo,SP,VAN,SSP40,0,SSP49,0
1210010,1210999,República,São Paulo,SP,HR,SSP40,0,SSP49,0
1210010,1210999,República,São Paulo,SP,VAN,SSP40,0,SSP49,0
1210010,1210999,República,São Paulo,SP,VUC,SSP40,2,SSP49,0
1211000,1212000,Santa Cecília,São Paulo,SP,HR,SSP40,0,SSP49,0
1211000,1212000,Santa Cecília,São Paulo,SP,VAN,SSP40,0,SSP49,0
1211000,1212000,Santa Cecília,São Paulo,SP,VUC,SSP40,2,SSP49,0
1212001,1214099,Santa Efigênia,São Paulo,SP,VUC,SSP40,2,SSP49,0
1212001,1214099,Santa Efigênia,São Paulo,SP,VAN,SSP40,0,SSP49,0
1212001,1214099,Santa Efigênia,São Paulo,SP,HR,SSP40,0,SSP49,0
1214100,1218999,Campos Elíseos,São Paulo,SP,HR,SSP40,0,SSP49,0
1214100,1218999,Campos Elíseos,São Paulo,SP,VAN,SSP40,0,SSP49,0
1214100,1218999,Campos Elíseos,São Paulo,SP,VUC,SSP40,2,SSP49,0
1219000,1220999,República,São Paulo,SP,VUC,SSP40,2,SSP49,0
1219000,1220999,República,São Paulo,SP,HR,SSP40,0,SSP49,0
1219000,1220999,República,São Paulo,SP,VAN,SSP40,0,SSP49,0
1221000,1226000,Vila Buarque,São Paulo,SP,VAN,,,SSP7,0
1221000,1226000,Vila Buarque,São Paulo,SP,VUC,,,SSP7,0
1221000,1226000,Vila Buarque,São Paulo,SP,HR,,,SSP7,0
1226001,1226001,Santa Cecília,São Paulo,SP,VAN,,,SSP7,0
1226001,1226001,Santa Cecília,São Paulo,SP,VUC,,,SSP7,0
1226001,1226001,Santa Cecília,São Paulo,SP,HR,,,SSP7,0
1226002,1226999,Vila Buarque,São Paulo,SP,VUC,,,SSP7,0
1226002,1226999,Vila Buarque,São Paulo,SP,VAN,,,SSP7,0
1226002,1226999,Vila Buarque,São Paulo,SP,HR,,,SSP7,0
1227000,1227099,Santa Cecília,São Paulo,SP,HR,,,SSP7,0
1227000,1227099,Santa Cecília,São Paulo,SP,VAN,,,SSP7,0
1227000,1227099,Santa Cecília,São Paulo,SP,VUC,,,SSP7,0
1227100,1227199,Higienópolis,São Paulo,SP,HR,,,SSP7,0
1227100,1227199,Higienópolis,São Paulo,SP,VUC,,,SSP7,0
1227100,1227199,Higienópolis,São Paulo,SP,VAN,,,SSP7,0
1227200,1227999,Consolação,São Paulo,SP,VUC,,,SSP7,0
1227200,1227999,Consolação,São Paulo,SP,VAN,,,SSP7,0
1227200,1227999,Consolação,São Paulo,SP,HR,,,SSP7,0
1228000,1228099,Santa Cecília,São Paulo,SP,VAN,,,SSP7,0
1228000,1228099,Santa Cecília,São Paulo,SP,HR,,,SSP7,0
1228000,1228099,Santa Cecília,São Paulo,SP,VUC,,,SSP7,0
1228100,1228199,Higienópolis,São Paulo,SP,VUC,,,SSP7,0
1228100,1228199,Higienópolis,São Paulo,SP,VAN,,,SSP7,0
1228100,1228199,Higienópolis,São Paulo,SP,HR,,,SSP7,0
1228200,1228999,Consolação,São Paulo,SP,VAN,,,SSP7,0
1228200,1228999,Consolação,São Paulo,SP,HR,,,SSP7,0
1228200,1228999,Consolação,São Paulo,SP,VUC,,,SSP7,0
1229000,1233999,Santa Cecília,São Paulo,SP,HR,,,SSP7,0
1229000,1233999,Santa Cecília,São Paulo,SP,VAN,,,SSP7,0
1229000,1233999,Santa Cecília,São Paulo,SP,VUC,,,SSP7,0
1234000,1237999,Pacaembu,São Paulo,SP,VUC,,,SSP7,0
1234000,1237999,Pacaembu,São Paulo,SP,HR,,,SSP7,0
1234000,1237999,Pacaembu,São Paulo,SP,VAN,,,SSP7,0
1238000,1239059,Higienópolis,São Paulo,SP,VAN,,,SSP7,0
1238000,1239059,Higienópolis,São Paulo,SP,VUC,,,SSP7,0
1238000,1239059,Higienópolis,São Paulo,SP,HR,,,SSP7,0
1239060,1239069,Consolação,São Paulo,SP,HR,,,SSP7,0
1239060,1239069,Consolação,São Paulo,SP,VAN,,,SSP7,0
1239060,1239069,Consolação,São Paulo,SP,VUC,,,SSP7,0
1239070,1242999,Higienópolis,São Paulo,SP,HR,,,SSP7,0
1239070,1242999,Higienópolis,São Paulo,SP,VUC,,,SSP7,0
1239070,1242999,Higienópolis,São Paulo,SP,VAN,,,SSP7,0
1243000,1243999,Consolação,São Paulo,SP,VUC,,,SSP7,0
1243000,1243999,Consolação,São Paulo,SP,VAN,,,SSP7,0
1243000,1243999,Consolação,São Paulo,SP,HR,,,SSP7,0
1244000,1244999,Higienópolis,São Paulo,SP,VUC,,,SSP7,0
1244000,1244999,Higienópolis,São Paulo,SP,HR,,,SSP7,0
1244000,1244999,Higienópolis,São Paulo,SP,VAN,,,SSP7,0
1245000,1246999,Pacaembu,São Paulo,SP,VAN,,,SSP7,0
1245000,1246999,Pacaembu,São Paulo,SP,HR,,,SSP7,0
1245000,1246999,Pacaembu,São Paulo,SP,VUC,,,SSP7,0
1247000,1250999,Pacaembu,São Paulo,SP,VUC,,,SSP7,0
1247000,1250999,Pacaembu,São Paulo,SP,VAN,,,SSP7,0
1247000,1250999,Pacaembu,São Paulo,SP,HR,,,SSP7,0
1251000,1262999,Sumaré,São Paulo,SP,HR,,,SSP7,0
1251000,1262999,Sumaré,São Paulo,SP,VUC,,,SSP7,0
1251000,1262999,Sumaré,São Paulo,SP,VAN,,,SSP7,0
1263000,1299999,Sumaré,São Paulo,SP,HR,,,SSP7,0
1263000,1299999,Sumaré,São Paulo,SP,VUC,,,SSP7,0
1263000,1299999,Sumaré,São Paulo,SP,VAN,,,SSP7,0
1300000,1300999,Sumaré,São Paulo,SP,VUC,SSP40,2,SSP49,0
1300000,1300999,Sumaré,São Paulo,SP,VAN,SSP40,0,SSP49,0
1300000,1300999,Sumaré,São Paulo,SP,HR,SSP40,0,SSP49,0
1301000,1305999,Consolação,São Paulo,SP,VAN,SSP40,0,SSP49,0
1301000,1305999,Consolação,São Paulo,SP,HR,SSP40,0,SSP49,0
1301000,1305999,Consolação,São Paulo,SP,VUC,SSP40,2,SSP49,0
1306000,1306999,Bela Vista,São Paulo,SP,VUC,SSP40,2,SSP49,0
1306000,1306999,Bela Vista,São Paulo,SP,HR,SSP40,0,SSP49,0
1306000,1306999,Bela Vista,São Paulo,SP,VAN,SSP40,0,SSP49,0
1307000,1307999,Consolação,São Paulo,SP,VUC,SSP40,2,SSP49,0
1307000,1307999,Consolação,São Paulo,SP,HR,SSP40,0,SSP49,0
1307000,1307999,Consolação,São Paulo,SP,VAN,SSP40,0,SSP49,0
1308000,1308999,Bela Vista,São Paulo,SP,HR,SSP40,0,SSP49,0
1308000,1308999,Bela Vista,São Paulo,SP,VUC,SSP40,2,SSP49,0
1308000,1308999,Bela Vista,São Paulo,SP,VAN,SSP40,0,SSP49,0
1309000,1309999,Consolação,São Paulo,SP,VAN,SSP40,0,SSP49,0
1309000,1309999,Consolação,São Paulo,SP,VUC,SSP40,2,SSP49,0
1309000,1309999,Consolação,São Paulo,SP,HR,SSP40,0,SSP49,0
1310000,1320049,Bela Vista,São Paulo,SP,VAN,SSP40,0,SSP49,0
1310000,1320049,Bela Vista,São Paulo,SP,VUC,SSP40,2,SSP49,0
1310000,1320049,Bela Vista,São Paulo,SP,HR,SSP40,0,SSP49,0
1320050,1320059,Sé,São Paulo,SP,HR,SSP40,0,SSP49,0
1320050,1320059,Sé,São Paulo,SP,VAN,SSP40,0,SSP49,0
1320050,1320059,Sé,São Paulo,SP,VUC,SSP40,2,SSP49,0
1320060,1322029,Bela Vista,São Paulo,SP,VUC,SSP40,2,SSP49,0
1320060,1322029,Bela Vista,São Paulo,SP,VAN,SSP40,0,SSP49,0
1320060,1322029,Bela Vista,São Paulo,SP,HR,SSP40,0,SSP49,0
1322030,1322039,Liberdade,São Paulo,SP,VUC,SSP40,2,SSP49,0
1322030,1322039,Liberdade,São Paulo,SP,HR,SSP40,0,SSP49,0
1322030,1322039,Liberdade,São Paulo,SP,VAN,SSP40,0,SSP49,0
1322040,1322999,Bela Vista,São Paulo,SP,HR,SSP40,0,SSP49,0
1322040,1322999,Bela Vista,São Paulo,SP,VAN,SSP40,0,SSP49,0
1322040,1322999,Bela Vista,São Paulo,SP,VUC,SSP40,2,SSP49,0
1323000,1323009,Liberdade,São Paulo,SP,VUC,SSP40,2,SSP49,0
1323000,1323009,Liberdade,São Paulo,SP,HR,SSP40,0,SSP49,0
1323000,1323009,Liberdade,São Paulo,SP,VAN,SSP40,0,SSP49,0
1323010,1328999,Bela Vista,São Paulo,SP,VAN,SSP40,0,SSP49,0
1323010,1328999,Bela Vista,São Paulo,SP,VUC,SSP40,2,SSP49,0
1323010,1328999,Bela Vista,São Paulo,SP,HR,SSP40,0,SSP49,0
1329000,1329999,Morro dos Ingleses,São Paulo,SP,VAN,SSP40,0,SSP49,0
1329000,1329999,Morro dos Ingleses,São Paulo,SP,HR,SSP40,0,SSP49,0
1329000,1329999,Morro dos Ingleses,São Paulo,SP,VUC,SSP40,2,SSP49,0
1330000,1400999,Bela Vista,São Paulo,SP,VUC,SSP40,2,SSP49,0
1330000,1400999,Bela Vista,São Paulo,SP,VAN,SSP40,0,SSP49,0
1330000,1400999,Bela Vista,São Paulo,SP,HR,SSP40,0,SSP49,0
1401000,1401999,Jardim Paulista,São Paulo,SP,UTILITARIOS,SSP40,10,SSP21,0
1401000,1401999,Jardim Paulista,São Paulo,SP,HR,SSP40,0,SSP21,0
1401000,1401999,Jardim Paulista,São Paulo,SP,VAN,SSP40,0,SSP21,0
1402000,1402999,Jardim Paulista,São Paulo,SP,VUC,,,SSP7,0
1402000,1402999,Jardim Paulista,São Paulo,SP,VAN,,,SSP7,0
1402000,1402999,Jardim Paulista,São Paulo,SP,HR,,,SSP7,0
1403000,1405999,Jardim Paulista,São Paulo,SP,UTILITARIOS,SSP40,10,SSP21,0
1403000,1405999,Jardim Paulista,São Paulo,SP,HR,SSP40,0,SSP21,0
1403000,1405999,Jardim Paulista,São Paulo,SP,VAN,SSP40,0,SSP21,0
1406000,1407999,Jardim Paulista,São Paulo,SP,VUC,,,SSP7,0
1406000,1407999,Jardim Paulista,São Paulo,SP,VAN,,,SSP7,0
1406000,1407999,Jardim Paulista,São Paulo,SP,HR,,,SSP7,0
1408000,1409999,Jardim Paulista,São Paulo,SP,VUC,,,SSP7,0
1408000,1409999,Jardim Paulista,São Paulo,SP,VAN,,,SSP7,0
1408000,1409999,Jardim Paulista,São Paulo,SP,HR,,,SSP7,0
1410000,1413999,Cerqueira César,São Paulo,SP,VAN,,,SSP7,0
1410000,1413999,Cerqueira César,São Paulo,SP,VUC,,,SSP7,0
1410000,1413999,Cerqueira César,São Paulo,SP,HR,,,SSP7,0
1414000,1414999,Cerqueira César,São Paulo,SP,VUC,SSP40,2,SSP49,0
1414000,1414999,Cerqueira César,São Paulo,SP,VAN,SSP40,0,SSP49,0
1414000,1414999,Cerqueira César,São Paulo,SP,HR,SSP40,0,SSP49,0
1415000,1415999,Consolação,São Paulo,SP,HR,SSP40,0,SSP49,0
1415000,1415999,Consolação,São Paulo,SP,VUC,SSP40,2,SSP49,0
1415000,1415999,Consolação,São Paulo,SP,VAN,SSP40,0,SSP49,0
1416000,1417999,Cerqueira César,São Paulo,SP,HR,,,SSP7,0
1416000,1417999,Cerqueira César,São Paulo,SP,VUC,,,SSP7,0
1416000,1417999,Cerqueira César,São Paulo,SP,VAN,,,SSP7,0
1418000,1419999,Cerqueira César,São Paulo,SP,VUC,SSP40,2,SSP49,0
1418000,1419999,Cerqueira César,São Paulo,SP,VAN,SSP40,0,SSP49,0
1418000,1419999,Cerqueira César,São Paulo,SP,HR,SSP40,0,SSP49,0
1420000,1420901,Jardim Paulista,São Paulo,SP,HR,SSP40,0,SSP49,0
1420000,1420901,Jardim Paulista,São Paulo,SP,VAN,SSP40,0,SSP49,0
1420000,1420901,Jardim Paulista,São Paulo,SP,VUC,SSP40,2,SSP49,0
1420902,1422999,Jardim Paulista,São Paulo,SP,VAN,,,SSP7,0
1420902,1422999,Jardim Paulista,São Paulo,SP,VUC,,,SSP7,0
1420902,1422999,Jardim Paulista,São Paulo,SP,HR,,,SSP7,0
1423000,1423999,Jardim Paulista,São Paulo,SP,HR,SSP40,0,SSP21,0
1423000,1423999,Jardim Paulista,São Paulo,SP,UTILITARIOS,SSP40,10,SSP21,0
1423000,1423999,Jardim Paulista,São Paulo,SP,VAN,SSP40,0,SSP21,0
1424000,1424999,Jardim Paulista,São Paulo,SP,HR,,,SSP7,0
1424000,1424999,Jardim Paulista,São Paulo,SP,VUC,,,SSP7,0
1424000,1424999,Jardim Paulista,São Paulo,SP,VAN,,,SSP7,0
